Dataset,"BIS Selected property prices"
Retrieved on,Thu Feb 16 15:37:05 GMT 2017
Subject,"BIS property prices: selected series"
"Frequency","Quarterly"
"Unit Multiplier","Units"
"Frequency","Reference area","Value","Unit of measure","Time Period","1966-Q1","1966-Q2","1966-Q3","1966-Q4","1967-Q1","1967-Q2","1967-Q3","1967-Q4","1968-Q1","1968-Q2","1968-Q3","1968-Q4","1969-Q1","1969-Q2","1969-Q3","1969-Q4","1970-Q1","1970-Q2","1970-Q3","1970-Q4","1971-Q1","1971-Q2","1971-Q3","1971-Q4","1972-Q1","1972-Q2","1972-Q3","1972-Q4","1973-Q1","1973-Q2","1973-Q3","1973-Q4","1974-Q1","1974-Q2","1974-Q3","1974-Q4","1975-Q1","1975-Q2","1975-Q3","1975-Q4","1976-Q1","1976-Q2","1976-Q3","1976-Q4","1977-Q1","1977-Q2","1977-Q3","1977-Q4","1978-Q1","1978-Q2","1978-Q3","1978-Q4","1979-Q1","1979-Q2","1979-Q3","1979-Q4","1980-Q1","1980-Q2","1980-Q3","1980-Q4","1981-Q1","1981-Q2","1981-Q3","1981-Q4","1982-Q1","1982-Q2","1982-Q3","1982-Q4","1983-Q1","1983-Q2","1983-Q3","1983-Q4","1984-Q1","1984-Q2","1984-Q3","1984-Q4","1985-Q1","1985-Q2","1985-Q3","1985-Q4","1986-Q1","1986-Q2","1986-Q3","1986-Q4","1987-Q1","1987-Q2","1987-Q3","1987-Q4","1988-Q1","1988-Q2","1988-Q3","1988-Q4","1989-Q1","1989-Q2","1989-Q3","1989-Q4","1990-Q1","1990-Q2","1990-Q3","1990-Q4","1991-Q1","1991-Q2","1991-Q3","1991-Q4","1992-Q1","1992-Q2","1992-Q3","1992-Q4","1993-Q1","1993-Q2","1993-Q3","1993-Q4","1994-Q1","1994-Q2","1994-Q3","1994-Q4","1995-Q1","1995-Q2","1995-Q3","1995-Q4","1996-Q1","1996-Q2","1996-Q3","1996-Q4","1997-Q1","1997-Q2","1997-Q3","1997-Q4","1998-Q1","1998-Q2","1998-Q3","1998-Q4","1999-Q1","1999-Q2","1999-Q3","1999-Q4","2000-Q1","2000-Q2","2000-Q3","2000-Q4","2001-Q1","2001-Q2","2001-Q3","2001-Q4","2002-Q1","2002-Q2","2002-Q3","2002-Q4","2003-Q1","2003-Q2","2003-Q3","2003-Q4","2004-Q1","2004-Q2","2004-Q3","2004-Q4","2005-Q1","2005-Q2","2005-Q3","2005-Q4","2006-Q1","2006-Q2","2006-Q3","2006-Q4","2007-Q1","2007-Q2","2007-Q3","2007-Q4","2008-Q1","2008-Q2","2008-Q3","2008-Q4","2009-Q1","2009-Q2","2009-Q3","2009-Q4","2010-Q1","2010-Q2","2010-Q3","2010-Q4","2011-Q1","2011-Q2","2011-Q3","2011-Q4","2012-Q1","2012-Q2","2012-Q3","2012-Q4","2013-Q1","2013-Q2","2013-Q3","2013-Q4","2014-Q1","2014-Q2","2014-Q3","2014-Q4","2015-Q1","2015-Q2","2015-Q3","2015-Q4","2016-Q1","2016-Q2","2016-Q3","2016-Q4"
"Q:Quarterly","RU:Russia","N:Nominal","628:Index, 2010 = 100","Q:RU:N:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.29","13","13.95","15.27","16.49","17.65","18.6","19.45","20.9","21.52","22.46","23.51","26.22","27.69","28.98","30.18","32.97","33.94","35.28","37.31","43.27","47.45","54.35","61.63","70.52","72.91","75.73","79.45","87.97","92.26","96.14","95.09","97.29","92.67","90.27","89.03","99.31","99.65","100.05","100.98","77.7","78.54","79.33","81.2","87.37","89.81","92.32","94.88","94.25","94.25","94.67","95.06","94.13","95.31","96.14","97.76","98.86","98.14","96.33","94.73","93.13","92.22","91.25",""
"Q:Quarterly","RU:Russia","N:Nominal","771:Year-on-year changes, in per cent","Q:RU:N:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.16","35.78","33.3","27.38","26.8","21.91","20.74","20.86","25.41","28.66","29.02","28.38","25.76","22.58","21.76","23.62","31.24","39.82","54.04","65.19","62.98","53.66","39.33","28.92","24.74","26.54","26.95","19.68","10.6","0.44","-6.1","-6.37","2.08","7.53","10.83","13.43","-21.77","-21.18","-20.71","-19.59","12.44","14.34","16.37","16.84","7.88","4.95","2.55","0.19","-0.13","1.13","1.55","2.84","5.02","2.97","0.2","-3.1","-5.8","-6.03","-5.27",""
"Q:Quarterly","RU:Russia","R:Real","628:Index, 2010 = 100","Q:RU:R:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.94","35","36.72","39.02","39.79","41.13","42.57","43.22","44.02","43.96","45.28","46.42","49.88","51.35","52.63","53.37","55.47","55.34","56.87","59.28","65.68","70.7","80.05","89.77","99.38","100.65","102.43","103.9","109.84","110.87","113.14","109.32","106.81","99.05","95.34","93.73","101.69","100.56","99.51","98.33","72.65","72.36","72.98","74.11","78.66","79.68","80.1","81.3","79.22","78.03","77.23","76.54","74.35","73.35","72.83","71.84","67.2","65.22","63.08","60.81","58.43","57.09","55.94",""
"Q:Quarterly","RU:Russia","R:Real","771:Year-on-year changes, in per cent","Q:RU:R:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.87","17.51","15.94","10.75","10.62","6.89","6.36","7.4","13.33","16.8","16.22","14.97","11.21","7.76","8.05","11.07","18.4","27.77","40.78","51.45","51.3","42.36","27.95","15.74","10.53","10.15","10.45","5.22","-2.76","-10.66","-15.74","-14.26","-4.79","1.52","4.38","4.91","-28.56","-28.04","-26.66","-24.63","8.26","10.12","9.75","9.7","0.71","-2.07","-3.59","-5.85","-6.14","-6","-5.69","-6.14","-9.62","-11.09","-13.39","-15.35","-13.06","-12.47","-11.32",""
"Q:Quarterly","SE:Sweden","N:Nominal","628:Index, 2010 = 100","Q:SE:N:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.37","20.73","21.28","21.83","22.75","23.3","24.03","24.95","26.24","27.34","28.99","29.72","31.56","33.02","34.31","34.49","36.51","37.24","37.98","37.43","40","39.81","40","39.63","37.79","37.06","35.96","33.57","32.11","32.11","31.92","32.29","32.84","33.76","34.13","33.57","33.57","34.13","33.76","33.21","33.39","33.76","34.31","34.31","34.86","36.14","36.88","36.88","37.98","39.26","40.36","40.91","41.46","43.12","44.4","44.4","45.68","47.89","49.54","49.72","51.19","51.92","52.84","52.11","53.02","54.67","56.69","56.88","57.24","58.53","59.81","60.36","61.65","64.21","65.68","66.42","66.78","69.04","71.74","73.63","76.23","78.43","80.53","81","84.13","89.29","92.52","89.84","90.1","91.86","91.2","86.47","88.72","91.38","93.89","96.37","97.95","99.14","100.69","102.23","102.71","103.32","103.05","100.93","102.38","103.47","104.26","104.73","106.69","108.42","110.38","112.08","115.27","117.87","121.8","123.74","128.59","133.21","138.43","141.25","144.64","144.82","148.28","148.48"
"Q:Quarterly","SE:Sweden","N:Nominal","771:Year-on-year changes, in per cent","Q:SE:N:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.71","12.39","12.93","14.29","15.32","17.32","20.61","19.12","20.28","20.81","18.35","16.05","15.7","12.78","10.7","8.51","9.55","6.9","5.31","5.88","-5.5","-6.91","-10.09","-15.28","-15.05","-13.37","-11.22","-3.83","2.29","5.14","6.9","3.98","2.23","1.09","-1.08","-1.09","-0.55","-1.08","1.63","3.31","4.4","7.07","7.49","7.49","8.95","8.63","9.45","10.95","9.18","9.81","10","8.52","10.18","11.06","11.57","11.98","12.05","8.43","6.67","4.8","3.58","5.3","7.29","9.15","7.96","7.05","5.5","6.13","7.69","9.72","9.82","10.03","8.33","7.52","9.23","10.87","14.15","13.6","12.24","10","10.36","13.84","14.89","10.92","7.1","2.89","-1.42","-3.75","-1.54","-0.53","2.94","11.45","10.4","8.5","7.24","6.08","4.86","4.22","2.35","-1.27","-0.32","0.15","1.17","3.77","4.21","4.79","5.88","7.01","8.04","8.71","10.34","10.41","11.56","13.01","13.65","14.15","12.48","8.72","7.12","5.12"
"Q:Quarterly","SE:Sweden","R:Real","628:Index, 2010 = 100","Q:SE:R:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.77","39.27","40.13","40.75","41.89","42.69","43.27","44.27","45.95","47.04","49.32","49.8","51.9","53.36","54.92","54.26","55.05","54.7","54.71","52.95","54.18","53.02","53.14","51.97","49.53","48.31","46.76","43.24","40.09","39.88","39.7","39.82","40.34","41.09","41.36","40.45","40.21","40.43","39.99","39.15","39.42","39.68","40.58","40.55","41.23","42.41","43.16","42.91","44.67","46","47.54","48.14","48.8","50.42","51.94","51.7","53.34","55.52","57.47","57.27","58.87","58.61","59.61","58.53","59.4","60.52","62.8","62.54","62.27","63.6","65.22","65.53","67.02","69.49","71.22","71.77","72.42","74.5","77.39","78.99","82.02","83.36","85.5","85.57","88.79","93.21","96.37","92.02","92.11","92.39","91.09","86.45","89.99","92.44","95.12","97.07","98.67","99.37","100.87","101.06","100.83","100.3","99.93","97.19","98.77","99.34","100.47","100.78","102.99","104.38","106.28","107.78","111.66","113.46","117.47","119.24","124.55","128.49","133.59","136.03","139.18","138.56","141.63","140.97"
"Q:Quarterly","SE:Sweden","R:Real","771:Year-on-year changes, in per cent","Q:SE:R:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.03","8.71","7.82","8.64","9.7","10.2","13.98","12.49","12.95","13.43","11.37","8.95","6.07","2.51","-0.39","-2.41","-1.58","-3.07","-2.88","-1.85","-8.6","-8.87","-12","-16.8","-19.06","-17.47","-15.11","-7.9","0.64","3.05","4.2","1.57","-0.33","-1.61","-3.31","-3.21","-1.96","-1.85","1.47","3.57","4.59","6.86","6.35","5.83","8.35","8.48","10.14","12.19","9.25","9.61","9.27","7.38","9.3","10.12","10.63","10.78","10.37","5.55","3.72","2.2","0.89","3.26","5.35","6.86","4.83","5.09","3.85","4.78","7.64","9.27","9.21","9.51","8.05","7.2","8.66","10.07","13.26","11.9","10.49","8.33","8.26","11.81","12.7","7.54","3.75","-0.88","-5.47","-6.05","-2.31","0.05","4.42","12.28","9.65","7.5","6.05","4.11","2.19","0.93","-0.94","-3.83","-2.05","-0.96","0.55","3.7","4.27","5.08","5.78","6.94","8.42","8.7","10.53","10.64","11.55","13.24","13.72","14.08","11.75","7.84","6.02","3.63"
"Q:Quarterly","SG:Singapore","N:Nominal","628:Index, 2010 = 100","Q:SG:N:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.98","67.81","58.93","53.81","56.75","63.44","68.56","72.17","74.43","75.56","73.45","71.42","68.56","67.96","65.93","63.07","62.31","61.86","62.16","61.94","61.41","61.03","60.73","60.66","60.43","60.51","60.73","61.19","61.64","61.94","62.69","63.59","64.57","65.7","67.43","70.07","73.45","79.47","86.1","91.89","95.35","95.5","93.25","87.6","75.26","71.72","83.01","89.11","94.15","99.12","101.98","104.76","107.09","109.2","110.63","110.93","110.78","111.31","111.98","114.02","114.69","115.9","116.35","115.3","113.87","112.66","111.83","110.63","109.5","108.52","107.09","106.57","105.81","105.36","103.78",""
"Q:Quarterly","SG:Singapore","N:Nominal","771:Year-on-year changes, in per cent","Q:SG:N:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-23.3","-6.44","16.35","34.13","31.17","19.1","7.14","-1.04","-7.89","-10.06","-10.25","-11.7","-9.11","-8.97","-5.71","-1.79","-1.45","-1.34","-2.3","-2.07","-1.59","-0.86","0","0.87","1.99","2.36","3.22","3.94","4.76","6.08","7.56","10.18","13.75","20.96","27.68","31.15","29.82","20.17","8.3","-4.67","-21.07","-24.9","-10.98","1.72","25.1","38.2","22.85","17.57","13.75","10.17","8.49","5.89","3.44","1.93","1.22","2.78","3.53","4.12","3.9","1.12","-0.72","-2.79","-3.88","-4.05","-3.83","-3.67","-4.24","-3.67","-3.37","-2.91","-3.09",""
"Q:Quarterly","SG:Singapore","R:Real","628:Index, 2010 = 100","Q:SG:R:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.63","80.72","70.26","64.28","67.7","75.53","81.48","85.77","87.81","89.24","86.01","83.24","79.52","78.92","76.55","73.65","72.91","72.14","72.49","72.22","71.37","71.07","70.49","70.27","69.38","69.15","69.17","69.72","70.58","70.74","71.08","71.68","72.95","74.17","75.9","78.51","83.09","88.7","93.95","98.77","101.15","99.11","95.47","89.02","77.24","74.29","85.26","91.22","95.75","99.63","101.33","103.16","103.55","104.81","104.16","103.5","102.13","101.5","101.19","102.3","101.67","104","103.24","101.41","99.95","98.96","98.24","97.34","96.43","95.73","94.67","94.45","93.97","93.8","92.1",""
"Q:Quarterly","SG:Singapore","R:Real","771:Year-on-year changes, in per cent","Q:SG:R:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-22.74","-6.42","15.97","33.44","29.69","18.15","5.56","-2.95","-9.44","-11.57","-11","-11.52","-8.31","-8.58","-5.3","-1.94","-2.11","-1.49","-2.76","-2.7","-2.79","-2.7","-1.87","-0.78","1.72","2.31","2.75","2.81","3.36","4.84","6.78","9.53","13.9","19.6","23.79","25.81","21.74","11.74","1.61","-9.87","-23.64","-25.04","-10.7","2.48","23.96","34.1","18.86","13.08","8.15","5.2","2.79","0.34","-1.37","-3.16","-2.85","-1.16","-0.44","2.46","2.03","-0.87","-1.7","-4.84","-4.85","-4.01","-3.52","-3.27","-3.64","-2.97","-2.55","-2.01","-2.72",""
"Q:Quarterly","SI:Slovenia","N:Nominal","628:Index, 2010 = 100","Q:SI:N:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.68","100.78","104.16","108.8","110.33","110.13","112.21","108.62","101.84","99.77","98.07","99.8","100.18","100.74","99.43","99.65","104.29","103.99","101.54","101.02","96.93","98.04","95.48","92.1","92.76","93.51","88.14","88.07","86.61","84.33","83.42","84.2","85.41","87.35","84.27","84.25","86.12","87.74","88.47",""
"Q:Quarterly","SI:Slovenia","N:Nominal","771:Year-on-year changes, in per cent","Q:SI:N:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.81","9.28","7.73","-0.17","-7.7","-9.41","-12.6","-8.12","-1.63","0.97","1.39","-0.15","4.1","3.23","2.12","1.37","-7.06","-5.72","-5.97","-8.83","-4.3","-4.62","-7.69","-4.38","-6.63","-9.82","-5.36","-4.39","-1.39","3.58","1.02","0.06","0.83","0.45","4.98",""
"Q:Quarterly","SI:Slovenia","R:Real","628:Index, 2010 = 100","Q:SI:R:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110.27","109.71","112.23","115.29","115.62","112.45","113.96","111.31","104.82","101.11","99.81","101.18","101.67","100.02","99.06","99.28","104.05","101.46","99.9","98.19","94.35","93.37","91.3","87.28","88.23","87.7","82.58","82.55","81.96","78.62","78.34","79","81.15","81.95","79.51","79.52","82.38","82.51","83.33",""
"Q:Quarterly","SI:Slovenia","R:Real","771:Year-on-year changes, in per cent","Q:SI:R:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.85","2.5","1.55","-3.45","-9.34","-10.09","-12.41","-9.11","-3.01","-1.08","-0.75","-1.87","2.34","1.45","0.84","-1.1","-9.33","-7.97","-8.6","-11.12","-6.49","-6.07","-9.55","-5.42","-7.1","-10.35","-5.14","-4.3","-0.99","4.23","1.49","0.66","1.51","0.68","4.81",""
"Q:Quarterly","SK:Slovak Republic","N:Nominal","628:Index, 2010 = 100","Q:SK:N:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.15","77.12","79.13","83.65","90.36","96.73","104.94","113.02","120.48","124.39","118.59","114.11","106.83","101.87","106.62","101.35","100.8","100.19","99.46","99.56","99.72","98.24","98.75","97.28","96.65","95.78","96.43","94.49","96.65","96.9","96.67","96.57","96.46","98.03","97.87","99.88","101.54","103.49","103.6","104.7","106.6","109.4","111.4",""
"Q:Quarterly","SK:Slovak Republic","N:Nominal","771:Year-on-year changes, in per cent","Q:SK:N:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.86","25.43","32.62","35.11","33.33","28.6","13.01","0.96","-11.33","-18.1","-10.09","-11.18","-5.64","-1.65","-6.72","-1.77","-1.07","-1.95","-0.71","-2.29","-3.08","-2.5","-2.35","-2.87","0","1.17","0.25","2.2","-0.2","1.17","1.24","3.43","5.27","5.57","5.85","4.83","4.98","5.71","7.53",""
"Q:Quarterly","SK:Slovak Republic","R:Real","628:Index, 2010 = 100","Q:SK:R:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.42","85.11","87.07","91.65","97.7","104.16","112.67","119.89","125.26","128.18","121.2","115.51","107.87","103","107.67","102.13","101.24","100.14","99.39","99.24","96.96","94.55","94.9","92.79","90.5","89.06","89.4","87.11","88.59","88.66","88.49","88.59","88.46","89.76","89.71","91.64","93.52","94.85","95.24","96.53","98.69","100.94","103.17",""
"Q:Quarterly","SK:Slovak Republic","R:Real","771:Year-on-year changes, in per cent","Q:SK:R:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.53","22.39","29.41","30.82","28.21","23.06","7.57","-3.65","-13.88","-19.64","-11.16","-11.59","-6.14","-2.78","-7.7","-2.83","-4.23","-5.58","-4.51","-6.5","-6.66","-5.8","-5.8","-6.12","-2.12","-0.46","-1.01","1.7","-0.14","1.25","1.37","3.44","5.71","5.67","6.17","5.34","5.53","6.43","8.33",""
"Q:Quarterly","TH:Thailand","N:Nominal","628:Index, 2010 = 100","Q:TH:N:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.11","90.53","94.82","97.46","95.51","96.19","97.75","99.9","98.05","98.83","101.46","101.66","103.52","105.86","103.71","104","105.57","106.25","107.42","111.72","112.89","115.72","118.85","117.29","118.75","121.97","125.78","124.9","126.46","124.71","126.46","126.27","126.37","130.57","128.22","125.78"
"Q:Quarterly","TH:Thailand","N:Nominal","771:Year-on-year changes, in per cent","Q:TH:N:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.64","6.26","3.09","2.51","2.66","2.74","3.8","1.76","5.58","7.11","2.21","2.31","1.98","0.37","3.58","7.42","6.94","8.92","10.64","4.98","5.19","5.4","5.83","6.49","6.5","2.24","0.54","1.09","-0.08","4.7","1.39","-0.39"
"Q:Quarterly","TH:Thailand","R:Real","628:Index, 2010 = 100","Q:TH:R:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.16","90.89","95.35","101.5","100.17","99.35","100.48","102.07","99.15","98.89","101","100.94","101.61","101.75","99.14","99.32","100.23","99.62","99.76","103.36","103.96","106.05","108.55","106.71","107.21","109.08","112.63","112.4","114.75","112.8","114.51","114.62","115.24","117.95","115.8","115.68"
"Q:Quarterly","TH:Thailand","R:Real","771:Year-on-year changes, in per cent","Q:TH:R:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.89","9.31","5.38","0.56","-1.03","-0.46","0.51","-1.1","2.49","2.89","-1.84","-1.6","-1.36","-2.1","0.63","4.06","3.72","6.45","8.82","3.25","3.13","2.86","3.76","5.32","7.04","3.41","1.66","1.98","0.42","4.57","1.13","0.93"
"Q:Quarterly","TR:Turkey","N:Nominal","628:Index, 2010 = 100","Q:TR:N:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.22","98.95","100.94","102.88","105.45","109.41","111.42","114.3","117.97","121.83","125.32","127.46","131.86","136.73","141.24","145.35","148.98","155.4","162.72","168.26","175.16","184.98","192.42","199.6","203.96","211.94","219.71",""
"Q:Quarterly","TR:Turkey","N:Nominal","771:Year-on-year changes, in per cent","Q:TR:N:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.47","10.57","10.38","11.1","11.87","11.35","12.48","11.51","11.77","12.23","12.7","14.04","12.98","13.65","15.21","15.76","17.57","19.03","18.25","18.62","16.44","14.57","14.18",""
"Q:Quarterly","TR:Turkey","R:Real","628:Index, 2010 = 100","Q:TR:R:628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.5","99.22","101.52","100.74","102.39","103.61","105.35","102.49","103.67","105.44","108.66","107.05","108.08","110.62","113.07","113.58","113.06","114.92","119.25","120.89","123.69","126.97","131.42","132.58","132.62","136.04","138.89",""
"Q:Quarterly","TR:Turkey","R:Real","771:Year-on-year changes, in per cent","Q:TR:R:771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.95","4.42","3.77","1.74","1.25","1.77","3.15","4.44","4.26","4.91","4.06","6.1","4.6","3.89","5.47","6.44","9.4","10.49","10.21","9.67","7.22","7.15","5.68",""
